-0.001580,0.022288,0.772307,-0.011979,-0.011061,-0.688950,0.724625,0.100295,0.147487,0.195719,0.120749,-0.187838,-0.173981,0.100299,-0.185668,-0.243829,0.136580,-0.184855,0.163295,-0.026137,-0.028541,0.137942,-0.069716,0.301752,-0.643472,1.053380,0.076214,-0.011742,0.120919,-0.167127,-0.297487,0.979112,1.038676,-0.094208,-0.030862,-0.129069
-0.001578,0.022207,0.772284,-0.012039,-0.011081,-0.688982,0.724594,0.100654,0.147551,0.195847,0.120767,-0.188261,-0.173943,0.100713,-0.185581,-0.243867,0.136328,-0.184944,0.163595,-0.026007,-0.028565,0.138095,-0.069467,0.301969,-0.643392,1.052918,0.076292,-0.011736,0.121090,-0.167045,-0.297569,0.979269,1.038654,-0.093758,-0.030995,-0.129125
-0.001559,0.022070,0.772255,-0.012105,-0.011099,-0.689015,0.724561,0.101017,0.147620,0.195985,0.120780,-0.188695,-0.173881,0.101139,-0.185490,-0.243906,0.136051,-0.185029,0.163928,-0.025886,-0.028580,0.138240,-0.069273,0.302133,-0.643304,1.052549,0.076402,-0.011749,0.121271,-0.166954,-0.297643,0.979431,1.038639,-0.093285,-0.031150,-0.129181
-0.001494,0.021890,0.772216,-0.012168,-0.011113,-0.689045,0.724531,0.101371,0.147683,0.196105,0.120800,-0.189097,-0.173868,0.101544,-0.185404,-0.243944,0.135817,-0.185119,0.164194,-0.025768,-0.028574,0.138375,-0.069079,0.302232,-0.643218,1.052207,0.076469,-0.011740,0.121449,-0.166879,-0.297697,0.979591,1.038665,-0.092875,-0.031262,-0.129242
-0.001503,0.021782,0.772201,-0.012215,-0.011128,-0.689068,0.724508,0.101699,0.147736,0.196185,0.120803,-0.189388,-0.173985,0.101860,-0.185354,-0.243964,0.135741,-0.185234,0.164297,-0.025745,-0.028565,0.138500,-0.068772,0.302371,-0.643008,1.051779,0.076422,-0.011716,0.121574,-0.166812,-0.297785,0.979859,1.038634,-0.092594,-0.031284,-0.129313
-0.001490,0.021679,0.772191,-0.012263,-0.011140,-0.689084,0.724492,0.102023,0.147780,0.196209,0.120789,-0.189506,-0.174329,0.102098,-0.185333,-0.243951,0.135875,-0.185393,0.164147,-0.025666,-0.028542,0.138636,-0.068527,0.302430,-0.642837,1.051436,0.076080,-0.011701,0.121658,-0.166730,-0.297828,0.980033,1.038644,-0.092615,-0.031154,-0.129345
-0.001440,0.021559,0.772180,-0.012318,-0.011146,-0.689093,0.724482,0.102339,0.147818,0.196191,0.120776,-0.189514,-0.174833,0.102266,-0.185340,-0.243912,0.136175,-0.185586,0.163820,-0.025830,-0.028496,0.138804,-0.068026,0.302566,-0.642305,1.050864,0.075637,-0.011699,0.121681,-0.166735,-0.297934,0.980488,1.038583,-0.092749,-0.030902,-0.129360
-0.001403,0.021434,0.772184,-0.012352,-0.011135,-0.689096,0.724479,0.102601,0.147847,0.196154,0.120754,-0.189498,-0.175327,0.102369,-0.185361,-0.243890,0.136519,-0.185779,0.163452,-0.025767,-0.028474,0.138903,-0.067816,0.302596,-0.642142,1.050616,0.075163,-0.011644,0.121688,-0.166636,-0.297963,0.980620,1.038577,-0.092995,-0.030676,-0.129423
-0.001350,0.021247,0.772182,-0.012347,-0.011093,-0.689092,0.724483,0.102756,0.147856,0.196114,0.120744,-0.189563,-0.175643,0.102437,-0.185383,-0.243923,0.136736,-0.185913,0.163187,-0.025842,-0.028441,0.138900,-0.067504,0.302616,-0.641974,1.050306,0.075037,-0.011426,0.121676,-0.166590,-0.297987,0.980805,1.038574,-0.093111,-0.030547,-0.129620
-0.001258,0.021030,0.772188,-0.012290,-0.010992,-0.689082,0.724496,0.102739,0.147865,0.196073,0.120752,-0.189739,-0.175710,0.102401,-0.185386,-0.244036,0.136840,-0.185995,0.163015,-0.026058,-0.028427,0.138734,-0.067240,0.302635,-0.641853,1.050141,0.075391,-0.010987,0.121592,-0.166599,-0.298018,0.981050,1.038548,-0.092955,-0.030576,-0.130032
